timestamp,VibAccel_m_s2,faulted
2025-01-01 00:09:19,26.115754119281743,normal
2025-01-01 00:09:29,27.42403896772877,normal
2025-01-01 00:09:39,,normal
2025-01-01 00:09:49,26.26749491957659,normal
2025-01-01 00:09:59,26.36247597983957,normal
2025-01-01 00:10:09,26.08767912521402,normal
2025-01-01 00:10:19,25.17336731669921,normal
2025-01-01 00:10:29,26.569992824802803,normal
2025-01-01 00:10:39,28.08919812421663,normal
2025-01-01 00:10:49,26.431342782736667,normal
2025-01-01 00:10:59,26.570988931427,normal
2025-01-01 00:11:09,26.905922169338304,normal
2025-01-01 00:11:19,26.025133175382308,normal
2025-01-01 00:11:29,25.378772135811648,normal
2025-01-01 00:11:39,26.87703041624434,normal
2025-01-01 00:11:49,28.65266606079423,normal
2025-01-01 00:11:59,27.42444973898185,normal
2025-01-01 00:12:09,26.11749925546061,normal
2025-01-01 00:12:19,28.263625462791232,normal
2025-01-01 00:12:29,27.88806497569026,normal
2025-01-01 00:12:39,28.351523841355014,normal
2025-01-01 00:12:49,23.721997804608733,normal
2025-01-01 00:12:59,,faulted
2025-01-01 00:13:09,29.31199522268148,normal
2025-01-01 00:13:19,29.22151903284226,normal
2025-01-01 00:13:29,26.536557332220568,normal
2025-01-01 00:13:39,25.763023275756453,normal
2025-01-01 00:13:49,25.434361662698446,normal
2025-01-01 00:13:59,26.609129666826743,normal
2025-01-01 00:14:09,26.579641275339466,normal
2025-01-01 00:14:19,27.374106899461943,normal
2025-01-01 00:14:29,26.45252797728229,normal
2025-01-01 00:14:39,25.77666921662749,normal
2025-01-01 00:14:49,26.41780962419,normal
2025-01-01 00:14:59,26.493227756578595,normal
2025-01-01 00:15:09,26.06820181272429,normal
2025-01-01 00:15:19,24.689551770574123,normal
2025-01-01 00:15:29,26.56142105782243,normal
2025-01-01 00:15:39,26.036228587355534,normal
2025-01-01 00:15:49,,normal
2025-01-01 00:15:59,25.381948453144624,normal
2025-01-01 00:16:09,27.825907962695783,normal
2025-01-01 00:16:19,27.52477910698285,normal
2025-01-01 00:16:29,23.376200235775244,normal
2025-01-01 00:16:39,28.452765007570097,normal
2025-01-01 00:16:49,27.171406044156875,normal
2025-01-01 00:16:59,27.689646225692723,normal
2025-01-01 00:17:09,27.962332479188905,normal
2025-01-01 00:17:19,28.18128380287028,normal
2025-01-01 00:17:29,25.31877255708837,normal
2025-01-01 00:17:39,29.397626760753,normal
2025-01-01 00:17:49,26.09907775733704,normal
2025-01-01 00:17:59,26.675955911310908,normal
2025-01-01 00:18:09,28.35981973904396,normal
2025-01-01 00:18:19,24.67412959495837,normal
2025-01-01 00:18:29,,normal
2025-01-01 00:18:39,26.30053266181424,normal
2025-01-01 00:18:49,26.4896737530817,normal
2025-01-01 00:18:59,30.953547999368165,normal
2025-01-01 00:19:09,24.930033011492636,normal
2025-01-01 00:19:19,24.6145420150032,normal
2025-01-01 00:19:29,27.909642507404808,normal
2025-01-01 00:19:39,25.826897736715388,normal
2025-01-01 00:19:49,25.94493135385738,normal
2025-01-01 00:19:59,27.09989465866076,normal
2025-01-01 00:20:09,27.87697514442557,normal
2025-01-01 00:20:19,27.082814968503538,normal
2025-01-01 00:20:29,28.29974404098539,normal
2025-01-01 00:20:39,25.411458821068408,faulted
2025-01-01 00:20:49,29.554018480958607,normal
2025-01-01 00:20:59,24.80015374355575,normal
2025-01-01 00:21:09,27.735832246060752,normal
2025-01-01 00:21:19,30.19810779961704,normal
2025-01-01 00:21:29,26.78364008916113,normal
2025-01-01 00:21:39,29.06391605162856,normal
2025-01-01 00:21:49,26.024625537201157,normal
2025-01-01 00:21:59,25.5840396759963,normal
2025-01-01 00:22:09,24.891065471403284,normal
2025-01-01 00:22:19,26.89743048197676,normal
2025-01-01 00:22:29,30.13486536255456,normal
2025-01-01 00:22:39,28.19686659032512,normal
2025-01-01 00:22:49,28.78024732650836,normal
2025-01-01 00:22:59,32.242217892887226,normal
2025-01-01 00:23:09,28.113726330419475,normal
2025-01-01 00:23:19,27.371643703659476,normal
2025-01-01 00:23:29,28.157924568961523,normal
2025-01-01 00:23:39,29.302129602851583,normal
2025-01-01 00:23:49,27.8829807230501,normal
2025-01-01 00:23:59,28.356544536566386,normal
2025-01-01 00:24:09,27.46891211146657,normal
2025-01-01 00:24:19,27.77437745049237,normal
2025-01-01 00:24:29,30.131660189018305,normal
2025-01-01 00:24:39,27.23639670406274,normal
2025-01-01 00:24:49,28.42795689619889,normal
2025-01-01 00:24:59,27.7419484067802,normal
2025-01-01 00:25:09,,normal
2025-01-01 00:25:19,26.6814765722322,normal
2025-01-01 00:25:29,28.333362134463734,normal
2025-01-01 00:25:39,28.019982573559695,normal
2025-01-01 00:25:49,29.4679084534483,normal
2025-01-01 00:25:59,27.65734166455346,normal
2025-01-01 00:26:09,29.67232957359241,normal
2025-01-01 00:26:19,30.266818346657374,normal
2025-01-01 00:26:29,28.745930601981083,normal
2025-01-01 00:26:39,28.38233307958147,normal
2025-01-01 00:26:49,28.58978391770396,normal
2025-01-01 00:26:59,29.490288500769235,normal
2025-01-01 00:27:09,28.076769249189496,normal
2025-01-01 00:27:19,30.070188881070937,normal
2025-01-01 00:27:29,29.909403142024797,normal
2025-01-01 00:27:39,28.483046322254268,normal
2025-01-01 00:27:49,27.702213934634536,normal
2025-01-01 00:27:59,30.285684102314526,normal
2025-01-01 00:28:09,26.944888783627206,normal
2025-01-01 00:28:19,27.48773846852651,normal
2025-01-01 00:28:29,,normal
2025-01-01 00:28:39,27.611864447464814,normal
2025-01-01 00:28:49,30.1022137303376,normal
2025-01-01 00:28:59,29.2371929852202,normal
2025-01-01 00:29:09,28.754356363514397,normal
2025-01-01 00:29:19,29.19270661709325,normal
2025-01-01 00:29:29,30.445193877351485,normal
2025-01-01 00:29:39,27.876582525545743,normal
2025-01-01 00:29:49,29.243201560386733,normal
2025-01-01 00:29:59,29.31650614755505,normal
2025-01-01 00:30:09,28.29110058958744,normal
2025-01-01 00:30:19,27.38848997202164,normal
2025-01-01 00:30:29,26.455010443676457,normal
2025-01-01 00:30:39,26.56302453339476,normal
2025-01-01 00:30:49,27.885199959557685,normal
2025-01-01 00:30:59,29.69991641850509,normal
2025-01-01 00:31:09,29.344872475054387,normal
2025-01-01 00:31:19,31.212384134432483,normal
2025-01-01 00:31:29,,normal
2025-01-01 00:31:39,30.049624817245977,normal
2025-01-01 00:31:49,27.34161178526456,normal
2025-01-01 00:31:59,30.11306525602905,normal
2025-01-01 00:32:09,28.917297311847737,normal
2025-01-01 00:32:19,30.58186980177796,normal
2025-01-01 00:32:29,28.90926657683397,normal
2025-01-01 00:32:39,25.199513669096696,normal
2025-01-01 00:32:49,30.17319208782385,normal
2025-01-01 00:32:59,30.063584525415955,normal
2025-01-01 00:33:09,26.381201707089957,normal
2025-01-01 00:33:19,27.438943618956664,normal
2025-01-01 00:33:29,29.89567849206494,normal
2025-01-01 00:33:39,29.770560503316037,faulted
2025-01-01 00:33:49,31.54413311765949,normal
2025-01-01 00:33:59,30.92633974759408,normal
2025-01-01 00:34:09,29.006514569083944,normal
2025-01-01 00:34:19,26.62400565779652,normal
2025-01-01 00:34:29,28.73356449838769,normal
2025-01-01 00:34:39,28.908883847723683,normal
2025-01-01 00:34:49,29.147773041868074,normal
2025-01-01 00:34:59,31.381635619143488,normal
2025-01-01 00:35:09,27.717622616353854,normal
2025-01-01 00:35:19,30.51436948307443,normal
2025-01-01 00:35:29,32.310360739527226,normal
2025-01-01 00:35:39,28.197456008531,normal
2025-01-01 00:35:49,28.296143313063897,normal
2025-01-01 00:35:59,30.492992982608133,normal
2025-01-01 00:36:09,30.981322897650443,normal
2025-01-01 00:36:19,28.86125242336361,normal
2025-01-01 00:36:29,29.451128410445943,normal
2025-01-01 00:36:39,27.342724947776112,normal
2025-01-01 00:36:49,30.42488105794345,normal
2025-01-01 00:36:59,,normal
2025-01-01 00:37:09,29.41170457515451,normal
2025-01-01 00:37:19,28.93441451327607,normal
2025-01-01 00:37:29,30.638836287972904,normal
2025-01-01 00:37:39,28.651157634178503,normal
2025-01-01 00:37:49,28.002714121164825,normal
2025-01-01 00:37:59,29.338589355680764,normal
2025-01-01 00:38:09,31.06737005441061,normal
2025-01-01 00:38:19,29.175466343295916,normal
2025-01-01 00:38:29,32.18984752651627,normal
2025-01-01 00:38:39,30.47090758651703,normal
2025-01-01 00:38:49,29.06209558882275,normal
2025-01-01 00:38:59,29.418986894228507,normal
2025-01-01 00:39:09,30.26469803223332,normal
2025-01-01 00:39:19,31.38548281346796,normal
2025-01-01 00:39:29,32.82398247571334,normal
2025-01-01 00:39:39,31.345933758246083,normal
2025-01-01 00:39:49,30.947703741096845,normal
2025-01-01 00:39:59,30.80599976239536,normal
2025-01-01 00:40:09,,normal
2025-01-01 00:40:19,27.706459201395443,normal
2025-01-01 00:40:29,31.14651627891003,normal
2025-01-01 00:40:39,29.615533385952315,normal
2025-01-01 00:40:49,31.47274763583672,normal
2025-01-01 00:40:59,32.03037453942967,normal
2025-01-01 00:41:09,30.344011848733185,normal
2025-01-01 00:41:19,27.91765150313151,normal
2025-01-01 00:41:29,,normal
2025-01-01 00:41:39,27.91707739186419,normal
2025-01-01 00:41:49,31.711526159354605,normal
2025-01-01 00:41:59,29.857659706660677,normal
2025-01-01 00:42:09,27.070687396015657,normal
2025-01-01 00:42:19,29.04968582772193,normal
2025-01-01 00:42:29,27.468534975496613,normal
2025-01-01 00:42:39,30.194116102947685,normal
2025-01-01 00:42:49,32.15158384898304,normal
2025-01-01 00:42:59,,normal
2025-01-01 00:43:09,30.97640307557188,normal
2025-01-01 00:43:19,28.85977086311316,normal
2025-01-01 00:43:29,28.403897269781496,normal
2025-01-01 00:43:39,28.17159959801109,normal
2025-01-01 00:43:49,31.52957773059318,normal
2025-01-01 00:43:59,,normal
2025-01-01 00:44:09,29.56155606805584,normal
2025-01-01 00:44:19,29.446101504779172,normal
2025-01-01 00:44:29,28.67458148442037,normal
2025-01-01 00:44:39,28.183344212896607,normal
2025-01-01 00:44:49,29.77779175204272,normal
2025-01-01 00:44:59,30.59447328116352,normal
2025-01-01 00:45:09,28.6842933252341,normal
2025-01-01 00:45:19,29.278792890926425,normal
2025-01-01 00:45:29,31.552049801569,normal
2025-01-01 00:45:39,29.309050121432747,normal
2025-01-01 00:45:49,30.89099757321172,normal
2025-01-01 00:45:59,26.7069018070035,normal
2025-01-01 00:46:09,27.500171907619485,normal
2025-01-01 00:46:19,29.50507636909156,normal
2025-01-01 00:46:29,31.879152934601105,normal
2025-01-01 00:46:39,29.857523817075293,normal
2025-01-01 00:46:49,31.99626232634864,normal
2025-01-01 00:46:59,31.32028992076126,normal
2025-01-01 00:47:09,31.974645981743816,normal
2025-01-01 00:47:19,33.87203048046968,normal
2025-01-01 00:47:29,31.61104660199444,normal
2025-01-01 00:47:39,29.86098945511531,normal
2025-01-01 00:47:49,30.65686226864963,normal
2025-01-01 00:47:59,31.00644214874261,normal
2025-01-01 00:48:09,30.741667343041915,normal
2025-01-01 00:48:19,31.83655669288846,normal
2025-01-01 00:48:29,30.831795051048417,normal
2025-01-01 00:48:39,31.688902096085314,normal
2025-01-01 00:48:49,30.18144522282981,normal
2025-01-01 00:48:59,31.5423411072127,normal
2025-01-01 00:49:09,,normal
2025-01-01 00:49:19,30.65379919690162,normal
2025-01-01 00:49:29,30.36998046019877,normal
2025-01-01 00:49:39,31.69150512341513,normal
2025-01-01 00:49:49,31.07757645481338,normal
2025-01-01 00:49:59,30.516632897207987,normal
2025-01-01 00:50:09,32.16371329144592,normal
2025-01-01 00:50:19,31.73798922069969,normal
2025-01-01 00:50:29,29.38720575197291,normal
2025-01-01 00:50:39,30.350150504661244,normal
2025-01-01 00:50:49,31.171022208804253,normal
2025-01-01 00:50:59,33.76094970050721,normal
2025-01-01 00:51:09,32.589898231823,normal
2025-01-01 00:51:19,30.08698348154171,normal
2025-01-01 00:51:29,29.299972562695576,normal
2025-01-01 00:51:39,32.79073949014001,normal
2025-01-01 00:51:49,30.91285673886112,normal
2025-01-01 00:51:59,29.14784510436674,normal
2025-01-01 00:52:09,29.685812510454387,normal
2025-01-01 00:52:19,32.19372730431875,normal
2025-01-01 00:52:29,32.056040064625904,normal
2025-01-01 00:52:39,30.62367218200365,normal
2025-01-01 00:52:49,,normal
2025-01-01 00:52:59,29.836342751674877,normal
2025-01-01 00:53:09,30.24863204230536,normal
2025-01-01 00:53:19,28.851156890175663,normal
2025-01-01 00:53:29,30.555610129641416,normal
2025-01-01 00:53:39,29.591875295160555,normal
2025-01-01 00:53:49,30.65621552288036,normal
2025-01-01 00:53:59,29.15365359148936,normal
2025-01-01 00:54:09,31.7891315668487,normal
2025-01-01 00:54:19,30.458944524223355,normal
2025-01-01 00:54:29,32.253337293659385,normal
2025-01-01 00:54:39,31.57389869815597,normal
2025-01-01 00:54:49,30.96209193001325,normal
2025-01-01 00:54:59,29.510307898101317,normal
2025-01-01 00:55:09,31.500732800591607,normal
2025-01-01 00:55:19,29.25504559947978,normal
2025-01-01 00:55:29,29.54896331108531,normal
2025-01-01 00:55:39,30.7065976399093,normal
2025-01-01 00:55:49,28.56366349546288,normal
2025-01-01 00:55:59,35.02914079894973,normal
2025-01-01 00:56:09,30.759700631460493,normal
2025-01-01 00:56:19,28.04659291922898,normal
2025-01-01 00:56:29,33.17190415951978,normal
2025-01-01 00:56:39,32.00257340022085,normal
2025-01-01 00:56:49,31.929046500462928,normal
2025-01-01 00:56:59,31.60956427782501,normal
2025-01-01 00:57:09,29.149890742574804,normal
2025-01-01 00:57:19,32.279045742710586,normal
2025-01-01 00:57:29,,normal
2025-01-01 00:57:39,29.71327371874069,normal
2025-01-01 00:57:49,30.58046347417532,normal
2025-01-01 00:57:59,30.745724693860296,normal
2025-01-01 00:58:09,31.98100645727813,normal
2025-01-01 00:58:19,33.72167403969248,normal
2025-01-01 00:58:29,32.823663971365654,normal
2025-01-01 00:58:39,30.0424528198744,normal
2025-01-01 00:58:49,31.554667920863047,normal
2025-01-01 00:58:59,32.211424871887466,normal
2025-01-01 00:59:09,28.44377198022049,normal
2025-01-01 00:59:19,27.31816784874238,normal
2025-01-01 00:59:29,28.122850950630053,normal
2025-01-01 00:59:39,31.1260663394149,normal
2025-01-01 00:59:49,30.933815712752608,normal
2025-01-01 00:59:59,31.327008791810155,normal
2025-01-01 01:00:09,32.322978416870974,normal
2025-01-01 01:00:19,30.333570963672777,normal
2025-01-01 01:00:29,,normal
2025-01-01 01:00:39,29.676214626518227,normal
2025-01-01 01:00:49,29.938992853243505,normal
2025-01-01 01:00:59,31.568812218423613,normal
2025-01-01 01:01:09,31.40174249396836,normal
2025-01-01 01:01:19,32.37774495208814,normal
2025-01-01 01:01:29,33.278890909433215,normal
2025-01-01 01:01:39,31.1515639934602,normal
2025-01-01 01:01:49,31.91720679194293,normal
2025-01-01 01:01:59,30.51925650278361,normal
2025-01-01 01:02:09,30.501000920625195,normal
2025-01-01 01:02:19,30.96454376585464,normal
2025-01-01 01:02:29,29.5536080239111,normal
2025-01-01 01:02:39,29.393181496363667,normal
2025-01-01 01:02:49,30.39746067501673,normal
2025-01-01 01:02:59,30.314377203409475,normal
2025-01-01 01:03:09,30.232477950289063,normal
2025-01-01 01:03:19,31.089241014703795,normal
2025-01-01 01:03:29,31.6243154485396,normal
2025-01-01 01:03:39,31.54280685301731,normal
2025-01-01 01:03:49,32.75305710257928,normal
2025-01-01 01:03:59,31.22164384141614,normal
2025-01-01 01:04:09,31.01452007537088,normal
2025-01-01 01:04:19,31.922536342195684,normal
2025-01-01 01:04:29,34.596503792756415,normal
2025-01-01 01:04:39,33.284102641296435,normal
2025-01-01 01:04:49,32.08535704375443,normal
2025-01-01 01:04:59,30.821099717583696,normal
2025-01-01 01:05:09,,normal
2025-01-01 01:05:19,31.174750716589077,normal
2025-01-01 01:05:29,30.895896133451068,normal
2025-01-01 01:05:39,30.50816487942405,normal
2025-01-01 01:05:49,32.75951713879152,normal
2025-01-01 01:05:59,34.751809701796404,normal
2025-01-01 01:06:09,31.71660490897369,normal
2025-01-01 01:06:19,29.80782328077464,normal
2025-01-01 01:06:29,33.2720043914067,normal
2025-01-01 01:06:39,32.88792526962358,normal
2025-01-01 01:06:49,31.08347337155929,normal
2025-01-01 01:06:59,30.209985786176347,normal
2025-01-01 01:07:09,31.19897753709208,normal
2025-01-01 01:07:19,32.11047218630188,normal
2025-01-01 01:07:29,31.681818325853488,normal
2025-01-01 01:07:39,32.1943128244152,normal
2025-01-01 01:07:49,32.42664312034973,normal
2025-01-01 01:07:59,32.262927476591514,normal
2025-01-01 01:08:09,31.339976252042803,normal
2025-01-01 01:08:19,31.130910939517648,normal
2025-01-01 01:08:29,,normal
2025-01-01 01:08:39,32.43270748144244,normal
2025-01-01 01:08:49,31.983332089332286,normal
2025-01-01 01:08:59,33.07663026383825,normal
2025-01-01 01:09:09,34.444790144677114,normal
2025-01-01 01:09:19,32.7378095032623,normal
2025-01-01 01:09:29,33.5035705692685,normal
2025-01-01 01:09:39,33.87966750092582,normal
2025-01-01 01:09:49,29.6317655970738,normal
2025-01-01 01:09:59,30.63962709856749,normal
2025-01-01 01:10:09,30.687663214665623,normal
2025-01-01 01:10:19,,normal
2025-01-01 01:10:29,33.16283581264602,normal
2025-01-01 01:10:39,30.401260012733964,normal
2025-01-01 01:10:49,30.406409732346688,normal
2025-01-01 01:10:59,29.215783808550345,normal
2025-01-01 01:11:09,29.6095043886242,normal
2025-01-01 01:11:19,35.30315998043007,normal
2025-01-01 01:11:29,32.85003612076057,normal
2025-01-01 01:11:39,34.33031586687004,normal
2025-01-01 01:11:49,30.79230067571693,normal
2025-01-01 01:11:59,32.67771991875906,normal
2025-01-01 01:12:09,31.640467175808944,normal
2025-01-01 01:12:19,32.06985615679376,normal
2025-01-01 01:12:29,30.764727451491307,normal
2025-01-01 01:12:39,27.647155628147694,normal
2025-01-01 01:12:49,32.67324578643381,normal
2025-01-01 01:12:59,30.44602844179664,normal
2025-01-01 01:13:09,33.91825154590758,normal
2025-01-01 01:13:19,32.02046206722699,normal
2025-01-01 01:13:29,30.69007319028358,normal
2025-01-01 01:13:39,31.469732257236643,normal
2025-01-01 01:13:49,33.75619999003416,normal
2025-01-01 01:13:59,32.97923791663813,normal
2025-01-01 01:14:09,29.392454563548423,normal
2025-01-01 01:14:19,34.01176691243556,normal
2025-01-01 01:14:29,32.436591304766665,normal
2025-01-01 01:14:39,36.47246284362406,normal
2025-01-01 01:14:49,31.26247198196071,normal
2025-01-01 01:14:59,33.98675068266604,normal
2025-01-01 01:15:09,32.37311433212708,normal
2025-01-01 01:15:19,30.713721494766112,normal
2025-01-01 01:15:29,32.09513243685223,normal
2025-01-01 01:15:39,31.866071779010248,normal
2025-01-01 01:15:49,32.683721318882334,normal
2025-01-01 01:15:59,30.02006592292165,normal
2025-01-01 01:16:09,34.02730739811391,normal
2025-01-01 01:16:19,,normal
2025-01-01 01:16:29,34.01616364364223,normal
2025-01-01 01:16:39,31.20712648968243,normal
2025-01-01 01:16:49,35.61388302667912,normal
2025-01-01 01:16:59,31.262580114467436,normal
2025-01-01 01:17:09,32.4939513057072,normal
2025-01-01 01:17:19,30.21756620798198,normal
2025-01-01 01:17:29,31.768812196389064,normal
2025-01-01 01:17:39,32.84020852925935,normal
2025-01-01 01:17:49,33.61386981663456,faulted
2025-01-01 01:17:59,34.02889776593906,normal
2025-01-01 01:18:09,31.165896509532303,normal
2025-01-01 01:18:19,32.68514549881046,faulted
2025-01-01 01:18:29,31.7305748863587,normal
2025-01-01 01:18:39,33.42533572312332,normal
2025-01-01 01:18:49,32.921054156496936,normal
2025-01-01 01:18:59,32.36804940548882,normal
2025-01-01 01:19:09,35.07346189245316,normal
2025-01-01 01:19:19,33.92728836874828,normal
2025-01-01 01:19:29,,normal
2025-01-01 01:19:39,32.077908197267774,normal
2025-01-01 01:19:49,31.110591050822524,normal
2025-01-01 01:19:59,33.42041225708155,normal
2025-01-01 01:20:09,30.392724368119445,normal
2025-01-01 01:20:19,33.2669118099724,normal
2025-01-01 01:20:29,35.133811972462915,normal
2025-01-01 01:20:39,31.02490951087295,normal
2025-01-01 01:20:49,34.66931802392682,normal
2025-01-01 01:20:59,31.49382762730167,normal
2025-01-01 01:21:09,32.947159633280684,normal
2025-01-01 01:21:19,32.24853971881467,normal
2025-01-01 01:21:29,31.302831411900733,normal
2025-01-01 01:21:39,33.40628246683612,normal
2025-01-01 01:21:49,30.95683791884833,faulted
2025-01-01 01:21:59,33.89038253983731,normal
2025-01-01 01:22:09,32.46383892467293,normal
2025-01-01 01:22:19,31.12470440860727,normal
2025-01-01 01:22:29,32.2111158378104,normal
2025-01-01 01:22:39,33.01289458141248,normal
2025-01-01 01:22:49,33.99745069080084,normal
2025-01-01 01:22:59,31.534821041346603,normal
2025-01-01 01:23:09,,normal
2025-01-01 01:23:19,,normal
2025-01-01 01:23:29,31.9997685553923,normal
2025-01-01 01:23:39,28.82026418291568,normal
2025-01-01 01:23:49,34.48296341526117,normal
2025-01-01 01:23:59,30.045696701378382,normal
2025-01-01 01:24:09,31.97366772836685,normal
2025-01-01 01:24:19,32.24150560136187,normal
2025-01-01 01:24:29,34.2725762541265,normal
2025-01-01 01:24:39,33.04977278275724,normal
2025-01-01 01:24:49,33.729032783908906,normal
2025-01-01 01:24:59,32.6928630279397,normal
2025-01-01 01:25:09,31.98224025406858,normal
2025-01-01 01:25:19,34.61380790581947,normal
2025-01-01 01:25:29,,normal
2025-01-01 01:25:39,32.95327843419575,normal
2025-01-01 01:25:49,33.29293504656737,normal
2025-01-01 01:25:59,33.14981062855516,normal
2025-01-01 01:26:09,31.718980729050926,normal
2025-01-01 01:26:19,34.00013181049441,normal
2025-01-01 01:26:29,35.36952795885067,normal
2025-01-01 01:26:39,31.968337447440664,normal
2025-01-01 01:26:49,32.72546775183345,normal
2025-01-01 01:26:59,33.38283247213764,normal
2025-01-01 01:27:09,31.935717330528146,normal
2025-01-01 01:27:19,35.07161553495979,normal
2025-01-01 01:27:29,31.987579014786476,normal
2025-01-01 01:27:39,33.460907384047005,normal
2025-01-01 01:27:49,32.78543646763721,normal
2025-01-01 01:27:59,33.059186810161485,normal
2025-01-01 01:28:09,32.799481531836456,normal
2025-01-01 01:28:19,35.107544782924286,normal
2025-01-01 01:28:29,33.90859269739057,normal
2025-01-01 01:28:39,35.25806416447497,normal
2025-01-01 01:28:49,35.03243677947156,normal
2025-01-01 01:28:59,31.05131580645491,normal
2025-01-01 01:29:09,31.964965879318825,normal
2025-01-01 01:29:19,33.393064288150086,normal
2025-01-01 01:29:29,,normal
2025-01-01 01:29:39,32.978554449529604,normal
2025-01-01 01:29:49,35.01785398547017,normal
2025-01-01 01:29:59,31.756852993478237,normal
2025-01-01 01:30:09,32.136371583685104,normal
2025-01-01 01:30:19,32.85890721919426,normal
2025-01-01 01:30:29,33.42536058625756,normal
2025-01-01 01:30:39,,normal
2025-01-01 01:30:49,32.12060278631805,normal
2025-01-01 01:30:59,35.53006027625896,normal
2025-01-01 01:31:09,33.164368773812384,normal
2025-01-01 01:31:19,32.68050873557504,normal
2025-01-01 01:31:29,32.84980884252241,normal
2025-01-01 01:31:39,35.12406892460097,normal
2025-01-01 01:31:49,33.512233254275884,normal
2025-01-01 01:31:59,33.23789970419321,faulted
2025-01-01 01:32:09,31.298260875071957,normal
2025-01-01 01:32:19,29.91225582587152,normal
2025-01-01 01:32:29,32.287556605429955,normal
2025-01-01 01:32:39,32.372513011403505,normal
2025-01-01 01:32:49,32.30820254647988,normal
2025-01-01 01:32:59,32.43848598034345,normal
2025-01-01 01:33:09,31.15342943417056,normal
2025-01-01 01:33:19,33.6852283456364,normal
2025-01-01 01:33:29,31.003989215365035,normal
2025-01-01 01:33:39,33.58633059293841,normal
2025-01-01 01:33:49,33.75144584145573,normal
2025-01-01 01:33:59,32.74571118346636,normal
2025-01-01 01:34:09,31.00273532656551,normal
2025-01-01 01:34:19,33.03492919690662,normal
2025-01-01 01:34:29,32.06230527397347,normal
2025-01-01 01:34:39,33.62961896248866,normal
2025-01-01 01:34:49,31.684897613257675,normal
2025-01-01 01:34:59,35.85593309211491,normal
2025-01-01 01:35:09,33.34855307577445,normal
2025-01-01 01:35:19,31.838686218917815,normal
2025-01-01 01:35:29,32.3002761997361,normal
2025-01-01 01:35:39,33.32008806262443,normal
2025-01-01 01:35:49,32.878999517365514,normal
2025-01-01 01:35:59,33.17247192543848,normal
2025-01-01 01:36:09,32.632796645876354,normal
2025-01-01 01:36:19,,normal
2025-01-01 01:36:29,32.38060452951814,normal
2025-01-01 01:36:39,33.749739956952595,normal
2025-01-01 01:36:49,34.02108317698938,normal
2025-01-01 01:36:59,32.525358788846496,normal
2025-01-01 01:37:09,33.560969681050565,normal
2025-01-01 01:37:19,35.18525768974375,normal
2025-01-01 01:37:29,34.38167645275569,faulted
2025-01-01 01:37:39,31.862487072252524,normal
2025-01-01 01:37:49,33.18532909826335,normal
2025-01-01 01:37:59,36.054041728965295,normal
2025-01-01 01:38:09,34.20941663072361,normal
2025-01-01 01:38:19,33.88964275597415,normal
